Engagements,Followers at Posting,Type,Description,Month,Weekday,Seconds
303123,30340535,Album,16 seasons. 4x NBA Champion. 2x NBA All-Star. 2008 Sixth Man of the Year. #GraciasManu,August,Monday,86053
688048,30340535,Video,3??2??1?? @dbooks TOP 3 PLAYS for the @suns this past season! #BESTofNBA,August,Monday,58017
275209,30321656,Album,Were celebrating @jharden13s #NBABDAY with his BEST CROSSOVER against EVERY TEAM!,August,Monday,13595
165364,30321656,Photo,Diana Taurasi becomes the all-time leader in points scored in #WNBAPlayoffs history! #WatchMeWork (repost @wnba),August,Sunday,77540
869839,30321656,Video,Look at these very good fans... ???? #NationalDogDay,August,Sunday,66433
143702,30321656,Photo,@breannastewart30 of the @seattlestorm named 2018 @wnba MVP! Stewart led Seattle to league-best 26-8 while putting up 21.8ppg/8.4rpg/1.44bpg!,August,Sunday,52741
228317,30321656,Photo,Join us in wishing 2018 #KiaMVP @jharden13 of the @houstonrockets a HAPPY 29th BIRTHDAY! #NBABDAY,August,Sunday,49113
777172,30303221,Video,"?? HISTORY ?? 
@KnicksGaming celebrates winning the first-ever @NBA2KLeague Championship ??",August,Sunday,6911
271511,30303221,Photo,?? @knicksgaming ?? the inaugural @nba2kleague champions! #NBA2KLeagueFinals,August,Sunday,3355
602328,30303221,Video,"?? Assist of the Year in Year 16? @sbird10's dishin' dimes ahead of @seattlestorm/@phoenixmercury semifinals Game 1! (?? Sunday, 5 pm/et on ESPN2) #WNBAPlayoffs (repost @wnba)",August,Saturday,67494
807633,30303221,Video,?? ?? ?? the TOP 3 @memgrizz PLAYS from this past season!! #BESTofNBA,August,Saturday,52165
881334,30289020,Video,?? @reemix05 .....that just happened at the #NBALIVE19 Court Battles!,August,Saturday,15082
747933,30289020,Video,Creating space... with the BEST STEPBACK BUCKETS from the 2017-18 season! #BESTofNBA,August,Friday,78842
676039,30289020,Video,3??2??1?? @cp3s TOP 3 PLAYS for the @houstonrockets this past season! #BESTofNBA,August,Friday,65962
754316,30271506,Video,?????? the TOP 3 @houstonrockets PLAYS from this past season!! #BESTofNBA,August,Friday,51696
271806,30271506,Album,?? 8/24 #MambaDay!,August,Friday,42283
286297,30271506,Photo,The @phoenixmercury pull away late to advance in tonights #wnbaplayoffs action!,August,Friday,9656
260186,30271506,Photo,@de11edonne leads the @washmystics to victory in tonights #WINorGoHome #WNBAPlayoffs action!,August,Friday,6232
744561,30271506,Video,40 for 40... celebrating @kobebryants TOP 40 PLAYS on his 40th birthday with 81 at #1! #Kobe40,August,Friday,3777
744561,30271506,Video,40 for 40... celebrating @kobebryants TOP 40 PLAYS on his 40th birthday with #3! #Kobe40,August,Thursday,85641
744561,30271506,Video,40 for 40... celebrating @kobebryants TOP 40 PLAYS on his 40th birthday with #4! #Kobe40,August,Thursday,83429
248393,30271506,Album,40 for 40... celebrating @kobebryants TOP 40 PLAYS (10-5) on his 40th birthday! #Kobe40,August,Thursday,78623
248393,30271506,Album,40 for 40... celebrating @kobebryants TOP 40 PLAYS (20-11) on his 40th birthday! #Kobe40,August,Thursday,66148
248393,30271506,Album,40 for 40... celebrating @kobebryants TOP 40 PLAYS (30-21) on his 40th birthday! #Kobe40,August,Thursday,62251
287578,30271506,Photo,Tonights #WINorGoHome #WNBAPlayoffs action tips off at 6:30pm/et on ESPN2!,August,Thursday,51438
264752,30251071,Photo,Join us in wishing @lakers legend @kobebryant a HAPPY 40th BIRTHDAY! #NBABDAY #Kobe40,August,Thursday,45136
809624,30251071,Video,Plus the foul... some of the best 4-point plays from the 2017-18 season! #BESTofNBA,August,Thursday,1429
741124,30251071,Video,3??2??1?? the TOP 3 @spurs PLAYS from this past season!! #BESTofNBA,August,Wednesday,67599
573206,30251071,Video,@allencrabbe gets his ultimate fit with @bull1trc as he hits the racks at @dickssportinggoods!,August,Wednesday,57863
754330,30251071,Video,?? the TOP 10 PLAYS from the 2018 @wnba regular season! #WatchMeWork,August,Wednesday,46557
245129,30232206,Photo,@cgray209 fills it up to lead the @la_sparks into the second round! #WNBAPlayoffs,August,Wednesday,17163
175753,30232206,Photo,"Diana Taurasi becomes the first player in @wnba history with 20+points, 10+ assists and 5+ 3-pointers in a playoff game... as the @phoenixmercury advance! #WNBAPlayoffs",August,Wednesday,10074
308495,30232206,Album,?? the TOP 10 WILDEST SHOTS from the 2017-18 season! #BESTofNBA,August,Wednesday,236
308495,30232206,Album,Howd that go in! ??...20-11 of the wildest shots of the season! #BESTofNBA,August,Tuesday,81556
747974,30232206,Video,Protecting the paint... the TOP 3 BLOCKS from this past season! #Mobil1Blocks,August,Tuesday,70599
280491,30232206,Photo,Its WIN or Go Home as the opening round of the #WNBAPlayoffs tips TONIGHT on ESPN2!,August,Tuesday,51720
280491,30232206,Photo,Its WIN or Go Home as the opening round of the #WNBAPlayoffs tips TONIGHT on ESPN2!,August,Tuesday,47938
802254,30215143,Video,3??2??1?? the TOP 3 @nuggets PLAYS from this past season!! #BESTofNBA,August,Tuesday,1954
627503,30215143,Video,"THE GREEK FREAK! 
@Giannis_An34's 2018 @Bucks #NBAMixtape! #MixtapeMonday",August,Monday,68765
741151,30215143,Video,3??2??1?? the TOP 3 @utahjazz PLAYS from this past season!! #BESTofNBA,August,Monday,61872
688864,30215143,Video,??? @spidadmitchell on his most memorable DUNK from the 2017-18 season! ???,August,Monday,52358
276484,30215143,Photo,The #WNBAPlayoffs are SET! The championship quest begins Tuesday as the first round commences on ESPN2! #WatchMeWork,August,Monday,44631
934052,30194650,Video,?????? gotta have fun!,August,Monday,10991
729819,30194650,Video,"As @LindsayWhalens #WNBA career draws to a close (7pm/et ESPN2), check out some of her top CLUTCH moments throughout the years! ???? #WatchMeWork (repost @wnba)",August,Sunday,74548
262516,30194650,Album,#NBABlockWeek wraps up with the TOP 10 BLOCKS from the 2017-18 season! #BESTofNBA,August,Sunday,58826
193761,30194650,Photo,"@minnesotalynx Coach Cheryl Reeve reflects on Lindsay Whalens career ahead of her final regular season game ???
?? @minnesotalynx vs @washmystics?
??? 7pm/ET on ESPN2 ? (repost @wnba)",August,Sunday,47346
296132,30176358,Album,Thats a wrap from Jacksonville with @graysonjallen! Scroll through and check out our Instagram story for a full recap of #ADayWithGrayson.,August,Sunday,8557
666468,30176358,Video,@graysonjallen surprises former high school coaches with @dukembb jerseys! #ADayWithGrayson,August,Saturday,81707
834563,30176358,Video,From attending their skills academies to @graysonjallen playing against @kingjames & @kevindurant in the NBA! #ADayWithGrayson,August,Saturday,58045
678344,30176358,Video,@ygtreces TOP 3 PLAYS for the @okcthunder from this past season!! #BESTofNBA,August,Saturday,56601
807735,30176358,Video,3??2??1?? the TOP 3 @okcthunder PLAYS from this past season!! #BESTofNBA,August,Saturday,49760
815439,30156239,Video,@russwest44 hits the court while in Tokyo for his #WhyNotTour! #GlobalGame???? #ThisIsWhyWePlay,August,Saturday,12743
809698,30156239,Video,Get that weak stuff outta here! #NBABlockWeek,August,Saturday,3401
257104,30156239,Album,Continuing our TOP 60 SWATS countdown with 20-11! #NBABlockWeek,August,Friday,74020
754398,30156239,Video,3??2??1?? the TOP 3 @trailblazers PLAYS from this past season!! #BESTofNBA,August,Friday,56036
688172,30156239,Video,"???? a lil Friday Flashback to the #NBARooks Photo Shoot where @deandreayton & @therealmobamba stole the show, maybe!",August,Friday,47058
830836,30139192,Video,Meet me at the rim... some of the BEST DENIED DUNKS from the 2017-18 season! #NBABlockWeek,August,Friday,18530
314753,30139192,Album,Continuing our TOP 60 SWATS countdown with 30-21! #NBABlockWeek,August,Friday,5043
673789,30139192,Video,@22wiggins TOP 3 PLAYS for the @timberwolves from this past season!! #BESTofNBA,August,Thursday,84129
622471,30139192,Video,@karltowns TOP 3 PLAYS for the @timberwolves from this past season!! #BESTofNBA,August,Thursday,74356
668350,30119944,Video,One-on-one with @traeyoung at the RTP Jr. NBA Clinic! (repost @jrnba),August,Thursday,6880
823257,30119944,Video,3??2??1?? the TOP 3 @hornets PLAYS from this past season!! #BESTofNBA,August,Wednesday,36181
307692,30102603,Photo,Wise words from @kingjames... @lindsaywhalen is a winner!,August,Tuesday,83712
266358,30102603,Album,Continuing our TOP 60 SWATS countdown with 50-41! #NBABlockWeek,August,Tuesday,73466
754439,30102603,Video,3??2??1?? the TOP 3 @atlhawks PLAYS from this past season!! #BESTofNBA,August,Tuesday,53135
809756,30084286,Video,Shoutout to the lefties! #LeftHandersDay,August,Tuesday,13710
731919,30084286,Video,?????? @dwyanewades TOP 3 PLAYS for the @miamiheat this past season!! #BESTofNBA,August,Tuesday,6325
802355,30084286,Video,3??2??1?? the TOP 3 @miamiheat PLAYS from this past season!! #BESTofNBA,August,Tuesday,1692
302613,30084286,Album,"The NBA family is deeply saddened to hear of the passing of longtime Pelicans & Thunder photographer, Layne Murdoch Sr. For nearly four decades, Layne enthusiastically documented NBA history with great passion. Our thoughts and prayers are with his family during this difficult time.",August,Monday,80937
262549,30084286,Album,"To celebrate #NBABlockWeek, were counting down the TOP 60 SWATS of the season... well start with 60-51!",August,Monday,68994
700236,30084286,Video,Nuclear athleticism!! ....@russwest44s 2018 #NBAMixtape! #MixtapeMonday,August,Monday,56493
266124,30084286,Photo,Join us in wishing @boogiecousins of the @warriors a HAPPY 28th BIRTHDAY! #NBABDAY,August,Monday,45001
274754,30069632,Album,"The joy of victory. Representing Kansas, the Central Boys are the inaugural @jrnba Boys World Champions! #JrNBAWorldChampionship",August,Sunday,86017
275855,30069632,Album,Ready for action! #NBARooks (??: @pottheiser),August,Sunday,79675
241255,30069632,Album,The #NBARooks are ELECTRIC! ???? (??: @brian_babs_babineau),August,Sunday,75924
801002,30069632,Video,The #NBARooks can FLY!,August,Sunday,74071
730685,30069632,Video,@callme_nonstop on the first try! #NBARooks,August,Sunday,73462
807535,30069632,Video,"32 teams, from 35 countries, speaking 26 different languages & dialects... THIS is the #JrNBAWorldChampionship. Boys & Girls World Championship LIVE on FOX! #ThisIsWhyWePlay",August,Sunday,72092
730685,30069632,Video,Ooooooh.... @deandreayton serenades the #NBARooks shoot!,August,Sunday,68722
262300,30069632,Photo,Sacramento Proud! #NBARooks,August,Sunday,62819
239333,30069632,Album,The next wave! #NBARooks (??: @natlyphoto,August,Sunday,60719
672217,30069632,Video,College teammates @hami.diallo & @shaigilalex bring out the ?? to celebrate @kknox_23s 19th Birthday! #NBARooks,August,Sunday,60125
263351,30069632,Album,?? Lunchtime at the #NBARooks shoot!,August,Sunday,59360
678417,30069632,Video,@mb3five of @sacramentokings gets it to drop! #NBARooks,August,Sunday,57647
251819,30069632,Album,The spotlights on the #NBARooks! (??: @jdg7873),August,Sunday,56394
885563,30069632,Video,???? What do you think their singing? #NBARooks,August,Sunday,53407
275984,30069632,Photo,Step Brothers? #NBARooks,August,Sunday,51956
678417,30069632,Video,@jaren takes over the camera and messes with @sviat_10! #NBARooks,August,Sunday,51143
275984,30069632,Photo,The 2018 #NBARooks Class!,August,Sunday,47711
678417,30069632,Video,See your fave rook???? @joemurphyphoto and @jeffhaynesmedia shoot the 2018 #NBARooks portrait at todays Rookie Photo Shoot!,August,Sunday,46683
818192,30047470,Video,"The Global Game... following his triple-double performance (28p/21r/12a), Africa/Middle Easts Marouf Moumine meets @DwyaneWade! 
#JrNBAWorldChampionship #ThisIsWhyWePlay",August,Sunday,14990
295881,30047470,Album,Congrats to the Award winners for the inaugural @nba2kleague season! #NBA2KLeagueAwards,August,Sunday,9407
1075434,30047470,Video,At #1 on the TOP 60 DIMES... @kingjames! #NBAAssistWeek,August,Sunday,3320
727390,30047470,Video,Coming in at #2 on the TOP 60 DIMES... @bensimmons of the @sixers! #NBAAssistWeek,August,Sunday,278
727390,30047470,Video,Coming in at #4 on the TOP 60 DIMES... @giannis_an34 of the @bucks! #NBAAssistWeek,August,Saturday,84353
736658,30047470,Video,Coming in at #4 on the TOP 60 DIMES... @teamslowmo! #NBAAssistWeek,August,Saturday,81639
282469,30047470,Album,Our TOP 60 DIMES countdown continues with 10-5! #NBAAssistWeek,August,Saturday,75805
666553,30047470,Video,The BEST from @johnwall for the @washwizards this past season! #BESTofNBA,August,Saturday,63413
807837,30047470,Video,3??2??1?? the TOP 3 @washwizards PLAYS from this past season!! #BESTofNBA,August,Saturday,57887
270100,30047470,Album,Stay Hungry. The Nike Kyrie 4 Cereal Pack is available now at @footlocker!,August,Saturday,50388
815304,30023759,Video,The TOP 3 BETWEEN THE LEGS ASSISTS from this past season! #NBAAssistWeek,August,Saturday,43795
746380,30023759,Video,Ambassador of the game. @dwyanewade surprised all of the #JrNBAWorldChampionship players tonight for a special Q&A. #ThisIsWhyWePlay (repost @jrnba),August,Saturday,23304
296079,30023759,Album,Continuing our TOP 60 DIMES countdown with 20-11! #NBAAssistWeek,August,Saturday,14333
296079,30023759,Album,Continuing our TOP 60 DIMES countdown with 30-21! #NBAAssistWeek,August,Saturday,3642
676211,30023759,Video,?? @DamianLillard ??  #HeretoCreate @AdidasHoops,August,Friday,74062
741285,30023759,Video,3??2??1?? the TOP 3 @pacers PLAYS from this past season!! #BESTofNBA,August,Friday,63390
827102,30023759,Video,?? the TOP 3 LONG-DISTANCE ASSISTS from the 2017-18 season! #NBAAssistWeek,August,Friday,54312
223230,30023759,Photo,Join us in wishing @andredrummondd of the @detroitpistons a HAPPY 25th BIRTHDAY! #NBABDAY,August,Friday,47328
757996,29998166,Video,14 year old Jarace Walker jumped over his teammate at #JrNBAWorldChampionship Skills Night! (repost @jrnba),August,Friday,30746
802413,29998166,Video,3??2??1?? the TOP 3 @detroitpistons PLAYS from this past season!! #BESTofNBA,August,Friday,10011
812637,29998166,Video,???????? #ThisIsWhyWePlay,August,Thursday,72164
761467,29998166,Video,"30,000,000 Thank Yous! #ThisIsWhyWePlay",August,Thursday,54317
802428,29975991,Video,10-year-old Phoenix Johnson shows off CRAZY handles at the #JrNBAWorldChampionship Fan Zone! ?? (repost @jrnba),August,Thursday,2363
819280,29975991,Video,?? the TOP 3 NO-LOOK ASSISTS from the 2017-18 season! #StateFarmAssist #NBAAssistWeek,August,Wednesday,72201
228441,29975991,Photo,Our #MLKDay @nbaontnt Schedule! ...which game are YOU most looking forward to?,August,Wednesday,65916
253384,29975991,Photo,???? Our #NBAXmas 2018 schedule! ...which game are YOU most looking forward to?,August,Wednesday,65226
255418,29975991,Photo,???????? Our #KiaTipOff18 schedule!,August,Wednesday,64948
754521,29975991,Video,3??2??1?? the TOP 3 @cavs DUNKS from this past season!! #BESTofNBA,August,Wednesday,56967
754521,29975991,Video,"Jarace Walker (17 PPG, 7.5 RPG) after leading the Mid-Atlantic Boys to a 2-0 start! #JrNBAWorldChampionship ???? (repost @jrnba)",August,Wednesday,46795
306699,29951853,Album,Continuing our TOP 60 DIMES countdown with 50-41! #NBAAssistWeek,August,Wednesday,1116
199728,29951853,Photo,"The @orlandomagic, @chicagobulls and @utahjazz are coming to Mexico City! #NBAenMexico",August,Tuesday,75935
